,reward,operational_cost,purchased_energy_cost,purchased_energy_battery,purchased_energy_load,sell_back_revenue,energy_demand,energy_load,discharged,purchase_energy,energy_battery_discharged,energy_generated_solar,solar,energy_generated_wind,wind,energy_generated_generator,generator,actions_adjusting_status,soc,solar_irradiance,wind_speed,energy_price_utility_grid
0,-256.29098297343603,0.0,256.29098297343603,270.0,157.15163828906003,0.0,101.43560762941704,270.0,1,"{'load': 0, 'battery': 0}",1,0.0,1,0.0,2,0,2,"{'solar': 0, 'wind': 1, 'generator': 0}",15.0,0.0711,3.3120000000000003,0.6
1,-541.2890748009862,0.03134039150030864,241.25773440948598,269.811539,132.28468501580997,0.0,200.50445376484998,0.0,0,"{'load': 0, 'battery': 1}",0,0.19838,1,0.0,0,0,1,"{'solar': 1, 'wind': 1, 'generator': 0}",285.0,0.7085,4.212,0.6
2,-745.3353452694377,347.99073009477286,97.34461517466481,0.0,162.24102529110803,0.0,144.90109708495106,0.0,0,"{'load': 0, 'battery': 0}",0,119.91005600000001,1,0.0,0,600,1,"{'solar': 1, 'wind': 0, 'generator': 1}",285.0,428.2502,13.392000000000001,0.6
3,-64.7431886347594,15.462888,69.89748463475941,0.0,116.49580772459902,20.617184,116.49580772459902,116.49580772459902,0,"{'load': 1, 'battery': 1}",0,103.08592,2,0.0,1,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,368.164,15.408000000000001,0.6
4,-763.8344160596705,330.00351851851855,433.830897541152,270.0,212.0343306012801,0.0,212.0343306012801,212.0343306012801,0,"{'load': 1, 'battery': 0}",0,0.0,1,0.0,0,600,1,"{'solar': 0, 'wind': 0, 'generator': 1}",285.0,0.0185,25.776,0.8999999999999999
5,-69.55422279389282,0.0,69.55422279389282,0.0,115.92370465648804,0.0,115.92370465648804,115.92370465648804,0,"{'load': 1, 'battery': 1}",0,0.0,2,0.0,0,0,0,"{'solar': 0, 'wind': 0, 'generator': 0}",285.0,0.0402,22.968,0.6
6,-498.91006026951743,0.0032466,198.9068136695174,270.0,61.51135611586231,0.0,102.34294678392901,0.021644,0,"{'load': 0, 'battery': 0}",0,0.021644,0,0.0,0,0,2,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,0.0773,24.48,0.6
7,-458.231174733566,330.06225551851855,128.2472352150474,0.0,213.745392025079,0.07831600000000001,213.745392025079,213.745392025079,0,"{'load': 1, 'battery': 1}",0,0.39158000000000004,2,0.0,2,600,1,"{'solar': 1, 'wind': 0, 'generator': 1}",285.0,1.3985,27.684,0.6
8,-408.20005280137076,330.0,78.20005280137077,0.0,130.33342133561797,0.0,117.68347635445201,600.0,1,"{'load': 1, 'battery': 0}",1,0.0,2,0.0,1,600,0,"{'solar': 0, 'wind': 0, 'generator': 1}",15.0,610.6164,6.6240000000000006,0.6
9,-585.0955599742003,352.612609593773,263.17537370695203,270.0,168.62562284492,30.69242332652468,110.90972043442603,870.0,1,"{'load': 1, 'battery': 0}",1,147.205072,2,6.257044632623401,2,600,0,"{'solar': 1, 'wind': 1, 'generator': 1}",15.0,525.7324,13.068,0.6
10,-182.60417185929902,0.00022680000000000004,182.60424745929902,0.0,202.89360828811004,0.0003024000000000001,202.89360828811004,202.89360828811004,0,"{'load': 1, 'battery': 0}",0,0.0015120000000000003,2,0.0,1,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,0.0054,3.528,0.8999999999999999
11,-408.90848571215247,0.5692595933865268,108.33922611876598,0.0,180.56537686460996,0.0,113.99708470717805,0.024024,0,"{'load': 0, 'battery': 0}",0,0.024024,0,6.654317307710603,1,0,1,"{'solar': 1, 'wind': 1, 'generator': 0}",285.0,0.0858,13.212,0.6
12,-212.86555009706117,0.0035364,212.86672889706117,270.0,84.77788149510195,0.0047152,71.40209505546599,270.0,1,"{'load': 0, 'battery': 0}",1,0.023576,2,0.0,0,0,1,"{'solar': 1, 'wind': 1, 'generator': 0}",15.0,0.0842,7.524,0.6
13,-376.45664334123296,330.0,46.45664334123298,0.0,77.42773890205497,0.0,149.09619666116106,600.0,0,"{'load': 1, 'battery': 1}",0,0.0,2,0.0,0,600,0,"{'solar': 0, 'wind': 1, 'generator': 1}",285.0,5.1691,3.204,0.6
14,-172.77187163328222,21.922883583527838,150.84898804975438,131.1653698,120.24961028292397,0.0,109.26442127057598,270.0,1,"{'load': 1, 'battery': 1}",1,146.141716,1,0.0,2,0,2,"{'solar': 1, 'wind': 1, 'generator': 0}",285.0,521.9347,1.0080000000000002,0.6
