,reward,operational_cost,purchased_energy_cost,purchased_energy_battery,purchased_energy_load,sell_back_revenue,energy_demand,energy_load,discharged,purchase_energy,energy_battery_discharged,energy_generated_solar,solar,energy_generated_wind,wind,energy_generated_generator,generator,actions_adjusting_status,soc,solar_irradiance,wind_speed,energy_price_utility_grid
0,-222.86136457765022,0.0,222.86136457765022,270.0,101.43560762941704,0.0,101.43560762941704,101.43560762941704,0,"{'load': 1, 'battery': 0}",0,0.0,0,0.0,2,0,2,"{'solar': 0, 'wind': 1, 'generator': 0}",285.0,0.0711,3.3120000000000003,0.6
1,-709.3743295280045,330.00351851851855,79.37081100948598,0.0,132.28468501580997,0.0,200.50445376484998,0.0,1,"{'load': 0, 'battery': 1}",1,0.0,2,0.0,1,600,1,"{'solar': 0, 'wind': 1, 'generator': 1}",285.0,0.7085,4.212,0.6
2,-782.582254254259,330.0015833333333,272.5806709209258,270.0,184.301118201543,120.0,144.90109708495106,0.0,0,"{'load': 0, 'battery': 1}",0,0.0,2,0.0,1,600,2,"{'solar': 0, 'wind': 1, 'generator': 1}",285.0,428.2502,13.392000000000001,0.6
3,-229.85954960585812,0.0015833333333333333,229.85796627252478,270.0,113.09661045420796,0.0,116.49580772459902,270.0,1,"{'load': 0, 'battery': 1}",1,0.0,1,0.0,2,0,0,"{'solar': 0, 'wind': 0, 'generator': 0}",285.0,368.164,15.408000000000001,0.6
4,-433.46188967448535,0.0015833333333333333,433.46030634115203,270.0,211.6225626012801,0.0,212.0343306012801,212.0343306012801,1,"{'load': 1, 'battery': 1}",1,0.0,1,0.0,2,0,1,"{'solar': 0, 'wind': 0, 'generator': 0}",285.0,0.0185,25.776,0.8999999999999999
5,-601.8189920598007,332.8569295073324,275.675970761442,270.0,189.45995126907002,6.713908208973685,115.92370465648804,270.0,1,"{'load': 1, 'battery': 0}",1,0.0,0,33.56954104486842,2,600,1,"{'solar': 0, 'wind': 1, 'generator': 1}",285.0,0.0402,22.968,0.6
6,-537.8219759266174,3.2112234513291424,242.163262101945,269.9825238,133.62291303657503,7.552509626656805,102.34294678392901,0.021386400000000805,1,"{'load': 0, 'battery': 0}",1,0.021644,2,37.740904133284026,2,0,0,"{'solar': 1, 'wind': 1, 'generator': 0}",15.0,0.0773,24.48,0.6
7,-574.4672828443806,330.00351851851855,244.46376432586203,270.0,137.43960720977006,0.0,213.745392025079,270.0,1,"{'load': 1, 'battery': 0}",1,0.0,0,0.0,2,600,1,"{'solar': 0, 'wind': 0, 'generator': 1}",285.0,1.3985,27.684,0.6
8,-475.8475249347041,355.64747213333334,240.20005280137076,270.0,130.33342133561797,120.0,117.68347635445201,440.97259199999996,1,"{'load': 0, 'battery': 1}",1,170.972592,0,0.0,0,600,2,"{'solar': 1, 'wind': 0, 'generator': 1}",285.0,610.6164,6.6240000000000006,0.6
9,-237.52386549567882,0.0,237.52386549567882,259.99866040467975,135.87444875478496,0.0,110.90972043442603,270.0,1,"{'load': 1, 'battery': 0}",1,0.0,0,0.0,1,0,0,"{'solar': 0, 'wind': 0, 'generator': 0}",15.0,525.7324,13.068,0.6
10,-664.5496110622807,330.0,334.5496110622808,270.0,101.72179006920096,0.0,202.89360828811004,600.0,0,"{'load': 0, 'battery': 0}",0,0.0,2,0.0,2,600,0,"{'solar': 0, 'wind': 0, 'generator': 1}",15.0,0.0054,3.528,0.8999999999999999
