,reward,operational_cost,purchased_energy_cost,purchased_energy_battery,purchased_energy_load,sell_back_revenue,energy_demand,energy_load,discharged,purchase_energy,energy_battery_discharged,energy_generated_solar,solar,energy_generated_wind,wind,energy_generated_generator,generator,actions_adjusting_status,soc,solar_irradiance,wind_speed,energy_price_utility_grid
0,-171.9202511547672,0.0,171.9202511547672,270.0,16.533751924612,0.0,16.533751924612,16.533751924612,1,"{'load': 1, 'battery': 0}",1,0.0,2,0,0,0,0,"{'solar': 0, 'wind': 0, 'generator': 0}",15.0,0.0711,3.3120000000000003,0.6
1,-673.4875104380491,0.03134039150030864,173.45617004654878,269.811539,19.282077744248003,0.0,34.29466841297,0.0,0,"{'load': 0, 'battery': 1}",0,0.19838,1,0,0,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,0.7085,4.212,0.6
2,-196.2598659472883,17.98721157625432,178.27265437103398,270.0,27.12109061839,0.0,26.365090126751,270.0,1,"{'load': 1, 'battery': 0}",1,119.91005600000001,1,0,0,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",128.9145532,428.2502,13.392000000000001,0.6
3,-671.4729576045816,15.464471333333332,176.6256702712482,270.0,24.376117118746993,20.617184,26.117594976867,0.0,1,"{'load': 0, 'battery': 1}",1,103.08592,2,0,0,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,368.164,15.408000000000001,0.6
4,-523.2115031597825,0.0007770303765432098,23.21072612940601,0.0,25.78969569934001,0.0,52.85780445216001,0.0,0,"{'load': 0, 'battery': 1}",0,0.00518,1,0,0,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,0.0185,25.776,0.8999999999999999
5,-26.242266808296,0.0,26.242266808296,0.0,43.73711134716,0.0,28.44814770144,270.0,1,"{'load': 1, 'battery': 0}",1,0.0,1,0,0,0,0,"{'solar': 0, 'wind': 0, 'generator': 0}",15.0,0.0402,22.968,0.6
6,-172.05098155040167,0.0032467269246913583,172.047734823477,270.0,16.746224705794997,0.0,16.746224705794997,16.746224705794997,0,"{'load': 1, 'battery': 0}",0,0.021644,1,0,0,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,0.0773,24.48,0.6
7,-19.787215455829397,0.058737000000000004,19.806794455829397,0.0,33.011324093049,0.07831600000000001,33.011324093049,33.011324093049,0,"{'load': 1, 'battery': 1}",0,0.39158000000000004,2,0,0,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,1.3985,27.684,0.6
8,-177.30909721206655,0.0015833333333333333,177.3075138787332,270.0,25.512523131221997,0.0,25.512523131221997,25.512523131221997,0,"{'load': 1, 'battery': 1}",0,0.0,2,0,0,0,0,"{'solar': 0, 'wind': 0, 'generator': 0}",285.0,610.6164,6.6240000000000006,0.6
9,-172.16074144074778,0.0,172.16074144074778,270.0,16.934569067912996,0.0,25.232313235287002,270.0,1,"{'load': 0, 'battery': 0}",1,0.0,1,0,0,0,0,"{'solar': 0, 'wind': 0, 'generator': 0}",15.0,525.7324,13.068,0.6
