,reward,operational_cost,purchased_energy_cost,purchased_energy_battery,purchased_energy_load,sell_back_revenue,energy_demand,energy_load,discharged,purchase_energy,energy_battery_discharged,energy_generated_solar,solar,energy_generated_wind,wind,energy_generated_generator,generator,actions_adjusting_status,soc,solar_irradiance,wind_speed,energy_price_utility_grid
0,-414.523723224216,0.0029862,114.52073702421599,0.0,190.86789504036,0.0,101.43560762941704,0.019908000000000002,0,"{'load': 0, 'battery': 1}",0,0.019908000000000002,0,0.0,1,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,0.0711,3.3120000000000003,0.6
1,-79.36089200948598,0.029757,79.37081100948598,0.0,132.28468501580997,0.039676,200.50445376484998,270.0,1,"{'load': 1, 'battery': 0}",1,0.19838,2,0.0,2,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",15.0,0.7085,4.212,0.6
2,-506.9954313235387,17.988126892146052,189.0073044313926,156.0854468,158.92672725232103,0.0,144.90109708495106,0.0,1,"{'load': 0, 'battery': 1}",1,119.91005600000001,1,0.0,2,0,0,"{'solar': 1, 'wind': 1, 'generator': 0}",285.0,428.2502,13.392000000000001,0.6
3,-23.50882063475941,15.462888,8.04593263475941,0.0,13.409887724599017,0.0,116.49580772459902,116.49580772459902,0,"{'load': 1, 'battery': 1}",0,103.08592,0,0.0,2,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,368.164,15.408000000000001,0.6
4,-395.23364498241546,3.377594738241202,99.80150374591825,0.0,110.89055971768695,7.945453501744005,212.0343306012801,0.00518,0,"{'load': 0, 'battery': 1}",0,0.00518,0,39.727267508720026,2,0,0,"{'solar': 1, 'wind': 1, 'generator': 0}",285.0,0.0185,25.776,0.8999999999999999
5,-231.55580612722616,0.0015833333333333333,231.55422279389282,270.0,115.92370465648804,0.0,115.92370465648804,115.92370465648804,0,"{'load': 1, 'battery': 1}",0,0.0,0,0.0,2,0,0,"{'solar': 0, 'wind': 0, 'generator': 0}",285.0,0.0402,22.968,0.6
6,-359.683903192014,0.0032466,59.68065659201397,0.0,99.46776098668995,0.0,102.34294678392901,0.021644,0,"{'load': 0, 'battery': 1}",0,0.021644,0,0.0,2,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,0.0773,24.48,0.6
7,-267.0958775948056,3.3768177382412023,271.6645133583084,270.0,182.774188930514,7.945453501744005,213.745392025079,270.0,1,"{'load': 1, 'battery': 0}",1,0.0,0,39.727267508720026,2,0,0,"{'solar': 0, 'wind': 1, 'generator': 0}",15.0,1.3985,27.684,0.6
8,-265.822590077553,25.645888799999998,240.17670127755298,270.0,130.29450212925497,0.0,117.68347635445201,440.97259199999996,1,"{'load': 1, 'battery': 0}",1,170.972592,0,0.0,1,0,0,"{'solar': 1, 'wind': 1, 'generator': 0}",15.0,610.6164,6.6240000000000006,0.6
9,-369.9465305599616,0.5318487937729891,69.4146817661886,0.0,115.691136276981,0.0,110.90972043442603,6.257044632623401,0,"{'load': 0, 'battery': 0}",0,0.0,0,6.257044632623401,0,0,0,"{'solar': 0, 'wind': 1, 'generator': 0}",285.0,525.7324,13.068,0.6
10,-690.4253646243293,0.0018101333333333334,390.4238568909959,270.0,163.80428543443995,0.0003024000000000001,202.89360828811004,0.0,0,"{'load': 0, 'battery': 1}",0,0.0015120000000000003,2,0.0,1,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,0.0054,3.528,0.8999999999999999
11,-388.61175042311737,0.5656169711554012,88.04613345196199,0.0,146.74355575327,0.0,113.99708470717805,6.654317307710603,0,"{'load': 0, 'battery': 0}",0,0.0,2,6.654317307710603,0,0,0,"{'solar': 0, 'wind': 1, 'generator': 0}",285.0,0.0858,13.212,0.6
12,-204.33941934311352,0.005119733333333333,204.33901480978017,270.0,70.56502468296696,0.0047152,71.40209505546599,270.0,1,"{'load': 0, 'battery': 1}",1,0.023576,2,0.0,0,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,0.0842,7.524,0.6
13,-215.99263084321973,0.0015833333333333333,215.99104750988639,270.0,89.98507918314398,0.0,149.09619666116106,270.0,1,"{'load': 1, 'battery': 1}",1,0.0,2,0.0,1,0,0,"{'solar': 0, 'wind': 1, 'generator': 0}",285.0,5.1691,3.204,0.6
14,-479.05345596195883,21.922883583527838,157.13057237843103,131.1653698,130.71891749738506,0.0,109.26442127057598,0.0,0,"{'load': 0, 'battery': 1}",0,146.141716,1,0.0,0,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,521.9347,1.0080000000000002,0.6
15,-479.6630745411598,23.17528799435802,156.4877865468018,156.50729619999998,104.30568137800302,0.0,106.92856539619598,0.0,0,"{'load': 0, 'battery': 0}",0,154.49587999999997,1,0.0,0,0,0,"{'solar': 1, 'wind': 1, 'generator': 0}",285.0,551.771,9.612,0.6
16,-456.39761373628204,0.028606200000000002,156.36900753628203,0.0,173.74334170698003,0.0,187.50514547528996,0.19070800000000002,0,"{'load': 0, 'battery': 1}",0,0.19070800000000002,0,0.0,0,0,0,"{'solar': 1, 'wind': 0, 'generator': 0}",285.0,0.6811,19.944,0.8999999999999999
17,-262.683694102884,0.0,262.683694102884,270.0,167.80615683813997,0.0,105.63535151760101,270.0,1,"{'load': 0, 'battery': 0}",1,0.0,0,0.0,2,0,0,"{'solar': 0, 'wind': 1, 'generator': 0}",15.0,0.0,4.392,0.6
